rc_cum_prod, mem_cum_prod
2795363452234414950583972914375997695454122110916557513671732779601008778419,739780160592868851439385459748705612855682673375673555079977306433528529585
468744783109061195302233221667256967289275813750148511786311181294521680917,0
2088627149993853839506156161184548758736709354559828848343301453409366263704,1452133218130943762928905568170553731187974756701325298200408352290168950862
2789838748316573390796108672610204055151704520259862174125942709880539074424,0
1170112358951049964140068744363758871539125061149347850308483779504853367489,2073923035361289554157001733869019327989423706043768400947234178939090078039
2936031189283857653639980329866719377440996992915021209427341460046205714270,0
2856185621712521082406322703696289193120559526807739060679034612420189735677,2897310075802818388278374721443982474131714022087273580132526952088888190490
1059326767604914889275936405538830871202050205386938603611176715608243245479,0
607423855891248779080256757376852539933905439303422268584712009422402226211,1812895744247659814666247887548920059709837374619394213875951249753951541955
3145272073171549498917395589315849819041809790255501489203739726115294711942,0
1139815765740517087548648774624886510022107237774169984665445612076666957586,33955909983537134174271894045984914588482680592648368318248763197573381991
3027521722742474926726002918712918389523477071999953964641290671441935931064,0
3380363561096646035774119558716473137806346701459517594010965282263464610365,2238859869620199312609151879008430556784128220930468861443160230267550613154
1920537523206595013780873271741399357627266171272357297840343623177693270088,0
1920537523206595013780873271741399357627266171272357297840343623177693270088,2978273709819344865531704556473037413749533068972716021138469602828253621944
2071981597752170133813753115686663409405808161612466507544906341838493116598,0
740334517417630710349118650858072377889901966217952586553098441792626817098,2074761999099107071882871996369676576638703689804134723498381894564992538177
3118831285135932579705198266930250765930715369849963748008378052009381210902,0
814327615266634418865795817768317887025450440015077275270264829733289074244,3925627414127770345885132862024383945156588998186425192689913723519573955
2507051100355880894953772187827091000714840263310608808374309529111884487703,0
549840676912037779406946328084304128124225723604136497610632776946872091736,577555881236660123390080783567195364212934891214426663194136560029689262922
2183305485406259804931275800342921001610827364610624579088054750214552330124,0
1233697590606843999467925587203756085014605139256551280685167145483516608592,2729725740862589909125109462153473622038199484573408907369452661228749631271
3547972057908295018396518898345905248948402030926155475393768759798243129813,0
1120071203066422011937867176894903665024504776293439892071418588140626055933,2154937496964781781689231857633864032137277209038269588177288255550667599887
95146919625097075570172536286629757663721432069124014136801558435548025770,0
1992677683141559200495403270729244979779411034995663584078039061429489045532,715705947940922460881688102202885753607639028909789024299948765030824180946
1161272397363420279241016073157624292692383459543426330378405112776342202223,0
1606031693699502529214369254766554633326850679427262333851574537508284019010,3450903912298527413375209097920339767545780631409676156815893265276551440400
2461039672696093145080305547475173682516604781526259787814769675565728515737,0
2461039672696093145080305547475173682516604781526259787814769675565728515737,1580229958805122646665114249106507146044488312246569628931505050471109863199
1928370787237207316335801722994174124002347819580492246614399835759311195916,0
1845001728934821086270079773438742361308747220190657400361761140226300580949,2719216594190339388152486710973168247281545333528019070593107573316206669252
2060180056613594053227543817870429723672961485071300880421531310857391315393,0
1037139482240187702470339208793432366724275936889675116869628978899743034591,1993621728613785972913790628621271485568616823541642416899133464793073010683
1322518620885080834018903291983477161410381776867747336136667724765084027490,0
948116800615092679150199271684445480889812724127207988080260282696510815791,2395507957263800986408734129867435255900987150706280170220843827375950416123
2196355429730480901633147583473474773078733267403636671454103811634669656643,0
30746102642150999382527184782220698836650265326376994532735499652851242984,3578500339568899733255883984857292911961198147699806051238766395240834165544
2898781777844078248831750593242734284741595238738916414309326490724295157318,0
2477382204774146240194578967196224715349771087623868135489685941020879462494,1006610821991734385698550174913787835818874588348856770153900328998145208887
305296002304272222098396632738328667823611149316970652858339341364214523427,0
107722541223410018831063753451556217260122852177640198556831256823126624769,2922674695895074196882445198840028833081417668075683178378013768022416258358
1842131158065238768274574677523191403594638584834966996308930866660999666914,0
2700573934599992730585395829286708706632251261909911674398125577088498675791,2194194061741602189722499920014079352322512193045860083945308580032332594814
284856970108791454359414440273062678330199801053611872086357380993600996941,0
2406807209426587694504216677233601029457319065329843329621473591803406013926,2579304676946803002361883816009165408911633464580984227240084074581409411059
2007606347390929378244833057600022216945058477840439461140526572487434716247,0
2749149334071866931952603303440251344063718335961790216603045002380382956750,2467058669411408420341930570756105778422198757964549556510545110468304326695
2395577081616228853557691392059038116751597932121539240125061895636318155378,0
2641331704226862315793780497195713707302850372562715465243567549300556448135,1771045046671195747847509533654535679542598030278334641006889767955231030770
2500473862887758346874562932879000555630217248660334890464157235302652854681,0
237187111762352661185500023473662826296114115640402535304844675829383981451,829433710973633148874015550690240629708531909679095087451916222395004379969
1771188480679715435336434101546155628359422821680598681943413623489387685547,0
1771188480679715435336434101546155628359422821680598681943413623489387685547,2687379351905243788189587931939996401136749392965388306912621124801047867967
3027334839238634021802534809015929294828059271130944930229669339614327869291,0
915761955521496156080750607644384999504781896698152547924351935655469928915,2005559808195229732786935722863281322685325553858163249723745259637438235368
768764862844059760481821711217272561841562799876695497784531998859644311382,0
955319580774019699510816995470493046399795579190594274522190809542955084829,1241656809950944025426153797832901453109299163571027617574494001125854763147
470221885677272827886554258002616255280110989561954711052797782696809975413,0
113541826702458223529029080712725014679366218132401627574495065507932971537,1273483839687585873533664506710866117555776240031706460807311902499394835391
2293034580854959305273357625779136531424155054935578318720100210209913594699,0
2011848431671269146736573940375485869271204214349237625139508591702398432013,2089970363850617496144770863956378594438453342478741334764460449200855141268
1161324860092172475956497148879750429201014069084479334354228936413653196030,0
11552383870878005326811289942872671541573643177669359327158082586278321267,118592467471387806967611814100494829998282192916176551228986841991813033130
1790868645562446825828428990765626473352620572566371022552140393355204935544,0
2593229371247722300260596161912587897805875826094416453338061121886733155372,1127928679771393628060899021246256312650417158262690366178620401157207543863
2695954979845151888238539487736751839192011710730536307809461443459450065827,0
3486433828232808269351317041223787094930490444230692087335399740608756719282,1285454919002639785794625127494826774183576719593110640260097678295136079893
2634403959218809791489680304157050805003137405585489358326286717577594932173,0
2634403959218809791489680304157050805003137405585489358326286717577594932173,2859148744621218447818123853897682833339525917933138378960181732123538304460
1103750975636380741142976590361707805162579269783973706054853623284263270327,0
2154391893125408646532097541439609206900955059681829607845730331930543029320,2892745029080508738192802985711996161941770339990093963204694538120047914460
1797755833220289514659704018790105335791519287152305242663809425929107618790,0
2200974994538726731021726302100758994466717582053601855219335805312222756885,2322047922761304314445638298401839426399120691483113499572816595716224385082
592519435742267963760988904248704298485908379804494467271585366189972587517,0
749214381804332917017766908239859754791467369629959303394659459012243289688,2367315683387873442380366406525709155360389759125581611661918584206813347520
2606125562081943154700725816424938741650279414429140281763791395786845330811,0
2366252042239044290255888930510653899195518953585197804435020965543279447218,1084766886048690727883841109403039621799499267470890411422176829289227285927
3247446026306113650984004060519727204132217373666284687729257437676137462586,0
1737260060826067536640809437118032728601717877608446477141149723779780020076,943787365894178120746901412198799071572270986867393623404845395337974619108
2898508288140957436957586757033208478615293203055736877920675122863592490653,0
1506070994385017480520528102789410733046005281114775622464605384841912902852,606352135068280539891241988173551247382143047752485894991592115465949338502
948206036317023137166121501736511566637315087880846307759967607404947594081,0
3535046894018949311358289986092703788344899758821881910803915277195942339702,2878344238905055567298162933164523643716102762406905174575945544710235582536
1668882132528959540943715993036657012222505951425010989906766213939221965773,0
2091847528907594522807407451604147843021795025592850168939979989002085030978,2866353730095953209482748556920366375193051326696812327101375288557175048143
1264725917449521096970864694150087047119416262165707077471187628898618215406,0
475369963192856494370482776835907082399083245115376292744472620060521403324,142032907113672295012882202999751261411237640460692699851618654530160220271
2535411259514559671949848623053564856209960496747443165855189920481256400202,0
12445441891586605107286951438440093392876470302928752661427135068878712732,2479289299233686028922691516271431288920673610737549987897512186327410435654
12445441891586605107286951438440093392876470302928752661427135068878712732,0
12445441891586605107286951438440093392876470302928752661427135068878712732,3572429184479166912890979045297256095405114385591972583987673590884045766328
12445441891586605107286951438440093392876470302928752661427135068878712732,0
1439874288471401525095087511573619513403937307860360879075860649757762067191,3275546283177486180275435665748848075891126788597637714988880981405988742189
1439874288471401525095087511573619513403937307860360879075860649757762067191,0
1439874288471401525095087511573619513403937307860360879075860649757762067191,1368575256671303752264915744670725739120044266352519661318703100158183623842
1439874288471401525095087511573619513403937307860360879075860649757762067191,0
1439874288471401525095087511573619513403937307860360879075860649757762067191,2834407449979294238296406129653939040204508686538522135654539821844909249732
1439874288471401525095087511573619513403937307860360879075860649757762067191,0
1439874288471401525095087511573619513403937307860360879075860649757762067191,726592468473879476667710506833357179195337422683942097943994108583148000976
1439874288471401525095087511573619513403937307860360879075860649757762067191,0
2033831455537284530488439713713319414211313208814906119606847375775658426927,477049608578379541574949274322772752596575827339425156403610210449160638672
2033831455537284530488439713713319414211313208814906119606847375775658426927,0
2033831455537284530488439713713319414211313208814906119606847375775658426927,771859010292129441104379450325108663883664210391233158332008129224149025383
2033831455537284530488439713713319414211313208814906119606847375775658426927,0
2135083536381790375902474202468057402353493560820564832562123685580941429732,3233081887004333203747898302701242521608866325302112623824022970038012272519
2135083536381790375902474202468057402353493560820564832562123685580941429732,0
2135083536381790375902474202468057402353493560820564832562123685580941429732,1825078576819898292467259372228727585616905013392475793930279860001368733870
2135083536381790375902474202468057402353493560820564832562123685580941429732,0
3384947316293141086572409430209752680924035664987871473996194591309112774902,2430801807186754465909930983603049983546322750710874106370778324942645617645
3384947316293141086572409430209752680924035664987871473996194591309112774902,0
3384947316293141086572409430209752680924035664987871473996194591309112774902,1505418592282543227830835108574527532661423976192565011116507429868441081595
3384947316293141086572409430209752680924035664987871473996194591309112774902,0
3384947316293141086572409430209752680924035664987871473996194591309112774902,3479566460593228756954885655420805155060228096120519575000254731497338255863
3384947316293141086572409430209752680924035664987871473996194591309112774902,0
3384947316293141086572409430209752680924035664987871473996194591309112774902,3036540909245480066777649427986572798501540178090812749782068604326945557906
3384947316293141086572409430209752680924035664987871473996194591309112774902,0
1755976550792762996776178325853235842936551471988149644953705440984512287486,1517463691661163676859235312613401366807628514890993139553171108979028214365
1755976550792762996776178325853235842936551471988149644953705440984512287486,0
1755976550792762996776178325853235842936551471988149644953705440984512287486,1008266513429510473486097388721248661487300020745281201539366740904432064516
1755976550792762996776178325853235842936551471988149644953705440984512287486,0
591648277938607653972991161048820769691805740481085927203945428906591552677,2959974224189237644533936578125982552627042643248935582020677678231248502391
591648277938607653972991161048820769691805740481085927203945428906591552677,0
591648277938607653972991161048820769691805740481085927203945428906591552677,3112077082465444818035399233707432444809061928918999111670090272483433136800
591648277938607653972991161048820769691805740481085927203945428906591552677,0
667666536456841557960925941114382458982824032757101957828323371146317826538,2673821624058350164441553559001528606003061945635049857069671189464089651131
667666536456841557960925941114382458982824032757101957828323371146317826538,0
667666536456841557960925941114382458982824032757101957828323371146317826538,2589342065338199469415716700449513744561119915924405212212086259031463288528
667666536456841557960925941114382458982824032757101957828323371146317826538,0
667666536456841557960925941114382458982824032757101957828323371146317826538,518534013803174792097313262152051456084442689567383049706635419346631399523
667666536456841557960925941114382458982824032757101957828323371146317826538,0
667666536456841557960925941114382458982824032757101957828323371146317826538,1639628786528345557464870796844393816130024075434687793781419867394164261271
667666536456841557960925941114382458982824032757101957828323371146317826538,0
2117737387962213075017106866484815486998183352097444318260365347161211435866,2505759129013074896554659493281667114657616609094068243133590619779872032219
2117737387962213075017106866484815486998183352097444318260365347161211435866,0
2117737387962213075017106866484815486998183352097444318260365347161211435866,2539403834583468346346339167277888096912887880731306544299485813256494899105
2117737387962213075017106866484815486998183352097444318260365347161211435866,0
2117737387962213075017106866484815486998183352097444318260365347161211435866,881505079258887768561470706769684086563421830635870888794815420789553228074
2117737387962213075017106866484815486998183352097444318260365347161211435866,0
2117737387962213075017106866484815486998183352097444318260365347161211435866,3315112781511417481043900732146558582344156809094175764435847760284180685013
2117737387962213075017106866484815486998183352097444318260365347161211435866,0
2032638794256728629156786307002185017982517366295132540980579015665936473634,1746544677486998682528137264720108902272946669985318925003781036185986593912
2032638794256728629156786307002185017982517366295132540980579015665936473634,0
2032638794256728629156786307002185017982517366295132540980579015665936473634,3038615090952579888875389791980379635804013958830506695107232979100216072308
2032638794256728629156786307002185017982517366295132540980579015665936473634,0
2032638794256728629156786307002185017982517366295132540980579015665936473634,1048532573372401898566837714712291708184369410384562467450842669598770942876
2032638794256728629156786307002185017982517366295132540980579015665936473634,0
2032638794256728629156786307002185017982517366295132540980579015665936473634,1764095782087929743407940283819929576245883159297022137952708127505198897026
2032638794256728629156786307002185017982517366295132540980579015665936473634,0
1621453793017836238575625386040958873097571882051837332812226781922945865132,78954563378644894743764562990299351145906752742807525316033915572742607194
1621453793017836238575625386040958873097571882051837332812226781922945865132,0
1621453793017836238575625386040958873097571882051837332812226781922945865132,1017791594521291972403335382135262404232491968607442214655377319762940779112
